"z1";"z2";"z3";"z4";"z5";"z6";"ziehung"
14;25;19;20;33;15;1927
5;42;46;3;35;24;1928
18;28;12;19;37;13;1929
8;7;18;19;32;49;1930
33;41;42;11;22;12;1931
26;39;16;24;45;28;1932
7;45;18;22;5;16;1933
5;46;24;34;14;48;1934
19;28;27;12;48;15;1935
46;17;18;48;19;34;1936
15;3;43;33;38;28;1937
40;34;7;38;18;49;1938
45;28;4;12;5;17;1939
9;5;12;19;28;21;1940
10;5;11;8;18;31;1941
15;17;43;39;2;7;1942
1;16;15;21;24;32;1943
30;22;11;7;42;1;1944
3;18;25;11;10;1;1945
21;14;18;29;45;2;1946
42;30;8;18;15;9;1947
6;42;25;20;32;4;1948
11;18;6;24;19;39;1949
36;24;49;10;9;23;1950
22;14;4;38;7;9;1951
17;30;12;18;32;6;1952
37;10;34;41;40;7;1953
21;12;49;44;34;10;1954
6;8;4;31;10;15;1955
44;26;16;46;22;9;1956
30;49;44;5;28;24;1957
36;27;32;18;23;22;1958
34;49;26;15;18;17;1959
34;6;30;13;2;1;1960
12;37;44;31;21;9;1961
8;48;31;30;26;22;1962
42;6;1;29;28;7;1963
29;14;40;24;26;30;1964
25;33;5;43;20;41;1965
43;22;10;34;18;35;1966
24;37;30;33;8;7;1967
49;41;11;14;6;8;1968
3;27;29;32;36;18;1969
41;17;15;40;27;26;1970
13;4;11;15;46;47;1971
32;6;46;25;18;41;1972
2;3;21;22;44;6;1973
20;25;17;46;41;13;1974
44;20;35;15;38;17;1975
44;31;6;8;29;9;1976
20;14;5;26;41;30;1977
26;19;2;25;39;14;1978
1;26;44;8;27;29;1979
23;47;5;22;14;37;1980
40;24;36;12;32;42;1981
6;34;39;30;25;27;1982
34;49;5;27;35;37;1983
6;14;20;34;46;12;1984
45;12;31;36;47;25;1985
28;27;20;18;12;1;1986
19;48;29;39;49;42;1987
21;3;46;38;1;26;1988
10;37;21;4;31;35;1989
24;6;5;22;8;2;1990
24;9;39;29;49;26;1991
36;33;30;9;48;27;1992
36;30;39;18;47;2;1993
18;34;32;22;29;44;1994
38;15;49;42;41;5;1995
43;10;32;35;19;13;1996
32;22;39;43;41;13;1997
30;13;3;17;44;37;1998
48;10;37;20;28;46;1999
5;10;34;29;18;21;2000
40;16;17;2;34;39;2001
12;31;2;39;15;24;2002
44;7;39;9;48;31;2003
46;32;4;49;11;7;2004
42;37;29;46;7;19;2005
14;24;32;42;36;11;2006
44;40;27;4;25;33;2007
37;49;19;48;21;32;2008
39;47;37;3;25;9;2009
6;17;21;46;1;24;2010
35;11;16;44;17;41;2011
17;44;36;2;29;14;2012
6;47;8;16;33;20;2013
39;11;8;4;17;38;2014
17;39;47;44;26;6;2015
19;2;38;49;16;46;2016
46;27;32;25;15;48;2017
9;29;49;16;4;39;2018
26;20;45;13;42;44;2019
10;1;2;35;30;29;2020
25;8;35;22;49;3;2021
17;36;28;27;18;25;2022
2;22;15;28;24;35;2023
5;45;7;48;20;40;2024
42;49;18;35;40;20;2025
20;42;39;27;44;7;2026
40;16;17;43;26;3;2027
41;4;33;36;40;27;2028
9;24;38;10;5;8;2029
30;17;16;5;42;24;2030
42;18;34;3;45;37;2031
37;27;15;48;41;14;2032
47;23;44;6;7;16;2033
38;1;32;8;28;9;2034
3;44;12;35;36;48;2035
5;7;41;18;22;38;2036
46;19;45;31;27;22;2037
15;13;33;23;29;7;2038
9;22;24;6;30;33;2039
41;29;31;19;36;48;2040
4;47;46;3;6;18;2041
13;28;10;3;23;14;2042
48;32;27;36;3;23;2043
5;13;43;3;8;2;2044
35;37;19;24;38;36;2045
1;13;43;16;30;6;2046
37;15;41;32;7;26;2047
2;48;12;47;41;19;2048
8;45;42;40;28;23;2049
44;27;21;12;41;18;2050
17;33;49;45;39;37;2051
8;2;4;31;6;44;2052
41;13;11;38;42;35;2053
9;1;38;12;24;31;2054
47;37;3;34;26;6;2055
36;37;49;41;47;27;2056
4;31;25;21;26;18;2057
13;33;7;43;8;32;2058
5;43;32;28;13;10;2059
4;11;33;48;32;20;2060
24;32;49;36;15;13;2061
38;10;33;23;45;26;2062
25;22;20;26;33;37;2063
13;21;31;4;25;26;2064
27;39;2;31;18;38;2065
34;16;28;30;48;1;2066
16;39;20;12;41;6;2067
28;1;13;25;30;18;2068
11;29;10;26;32;45;2069
18;3;20;21;40;30;2070
11;40;42;14;48;25;2071
30;28;33;3;37;7;2072
23;47;29;44;28;2;2073
21;44;24;22;10;9;2074
44;3;46;5;34;25;2075
12;47;32;26;13;16;2076
41;45;12;43;11;39;2077
47;9;23;17;36;5;2078
49;20;48;26;44;13;2079
32;36;23;49;42;4;2080
20;13;27;17;48;33;2081
11;37;6;25;32;42;2082
7;23;16;41;37;42;2083
40;29;19;43;21;37;2084
40;28;38;24;27;20;2085
14;11;15;25;6;46;2086
37;3;9;18;39;10;2087
31;5;42;21;47;3;2088
37;15;10;32;39;36;2089
11;13;36;2;40;20;2090
33;44;29;37;18;23;2091
21;38;33;24;15;39;2092
1;43;32;23;13;25;2093
42;32;49;44;39;48;2094
37;39;2;25;16;26;2095
12;39;2;38;9;15;2096
33;21;47;39;28;13;2097
44;47;35;6;20;7;2098
24;8;49;32;21;43;2099
14;3;6;22;32;19;2100
29;7;3;42;20;26;2101
25;43;9;42;17;8;2102
49;36;33;21;10;3;2103
38;5;40;13;20;25;2104
36;48;41;34;47;26;2105
20;43;4;1;30;47;2106
23;4;31;29;43;37;2107
9;38;35;3;34;20;2108
3;19;24;38;14;18;2109
15;35;12;17;36;25;2110
24;46;7;31;35;25;2111
45;8;35;12;2;20;2112
44;43;19;30;24;41;2113
11;10;9;7;23;18;2114
3;32;11;36;28;13;2115
2;42;38;27;28;25;2116
10;42;21;11;6;48;2117
41;49;18;4;6;39;2118
17;48;6;44;35;29;2119
6;28;27;18;36;21;2120
43;47;29;8;23;27;2121
16;12;28;20;41;8;2122
32;37;36;30;15;33;2123
17;12;34;11;23;41;2124
11;2;26;47;1;3;2125
33;9;15;18;11;46;2126
40;37;10;41;33;28;2127
13;48;47;33;45;18;2128
6;2;13;26;32;34;2129
43;23;39;45;2;37;2130
17;23;2;19;38;47;2131
3;17;5;47;37;49;2132
46;49;18;1;34;29;2133
39;30;8;34;35;29;2134
45;16;8;14;30;29;2135
16;43;14;7;3;45;2136
49;8;44;5;15;40;2137
43;2;48;7;24;16;2138
3;7;34;24;1;43;2139
4;37;23;35;17;24;2140
6;25;32;22;24;10;2141
21;35;24;20;3;42;2142
10;32;47;36;20;9;2143
16;4;48;18;28;7;2144
26;21;20;2;36;23;2145
20;44;23;38;36;39;2146
5;4;39;24;30;32;2147
42;27;8;10;2;14;2148
33;44;22;35;6;41;2149
11;49;13;32;10;39;2150
4;49;44;18;46;32;2151
48;6;10;31;44;46;2152
35;33;28;29;3;40;2153
19;44;36;28;47;10;2154
36;1;11;29;7;14;2155
22;26;39;31;10;24;2156
10;33;26;49;15;5;2157
27;47;38;34;16;30;2158
15;30;8;39;2;27;2159
20;5;7;44;22;13;2160
3;43;31;49;46;9;2161
7;31;2;8;41;27;2162
32;15;8;6;31;11;2163
28;26;23;18;44;49;2164
38;26;33;27;46;40;2165
18;7;36;13;22;26;2166
24;41;46;25;26;2;2167
27;14;9;36;24;33;2168
13;3;21;14;31;15;2169
47;19;11;1;49;8;2170
3;49;35;4;29;38;2171
46;26;14;23;6;8;2172
32;2;26;10;15;37;2173
47;4;41;45;9;14;2174
9;16;37;44;29;17;2175
27;43;15;18;29;2;2176
13;30;29;27;47;4;2177
36;14;26;3;46;23;2178
15;47;29;6;30;38;2179
8;45;11;18;10;23;2180
4;6;15;25;35;49;2181
33;3;26;21;8;42;2182
16;30;12;39;10;42;2183
48;14;39;43;45;40;2184
11;45;6;27;24;31;2185
29;49;8;13;18;35;2186
47;44;7;24;15;6;2187
35;37;44;16;36;10;2188
37;12;36;6;48;16;2189
11;34;40;43;15;16;2190
38;9;13;23;40;27;2191
5;6;32;29;30;45;2192
10;42;30;29;2;25;2193
16;48;47;46;21;31;2194
28;33;49;9;18;4;2195
28;27;15;32;1;26;2196
43;11;12;10;35;7;2197
47;10;36;33;39;48;2198
36;1;11;14;48;16;2199
40;15;13;34;1;49;2200
9;23;22;40;3;41;2201
14;35;34;39;19;42;2202
4;47;17;42;41;12;2203
20;16;15;45;29;12;2204
19;49;29;2;36;43;2205
41;31;32;15;30;48;2206
44;35;14;22;48;25;2207
23;47;27;17;6;5;2208
12;48;44;42;40;36;2209
17;49;32;36;10;11;2210
2;49;37;29;47;13;2211
45;33;44;49;36;24;2212
23;25;40;44;18;12;2213
12;39;22;1;45;31;2214
16;38;5;9;40;41;2215
22;11;8;35;10;2;2216
48;39;17;42;3;41;2217
23;39;8;31;33;35;2218
45;46;24;11;3;49;2219
47;33;8;49;38;44;2220
40;38;48;18;32;34;2221
47;21;22;1;14;3;2222
37;22;43;5;36;15;2223
33;22;13;48;11;27;2224
15;4;9;38;22;45;2225
15;35;32;21;5;34;2226
20;14;8;27;6;34;2227
19;29;27;44;31;38;2228
12;6;1;11;20;16;2229
16;14;30;25;23;36;2230
2;10;49;41;38;14;2231
37;2;42;30;19;31;2232
9;49;34;14;38;13;2233
3;39;20;21;43;38;2234
7;11;15;22;37;39;2235
30;20;19;46;6;48;2236
24;47;36;38;5;40;2237
42;3;7;11;43;26;2238
8;41;32;48;15;45;2239
49;9;28;46;38;29;2240
27;32;48;20;26;9;2241
13;12;36;7;5;1;2242
32;23;29;44;18;40;2243
41;29;39;31;27;4;2244
35;28;36;32;1;5;2245
1;26;7;19;31;38;2246
2;44;24;26;5;6;2247
31;32;23;4;1;19;2248
33;7;32;41;27;25;2249
31;2;21;36;41;11;2250
34;10;17;38;33;28;2251
43;22;9;31;35;48;2252
10;25;7;41;28;17;2253
33;7;29;32;14;19;2254
19;24;45;29;43;20;2255
27;4;12;41;19;45;2256
11;17;6;48;20;4;2257
40;46;26;18;30;32;2258
15;32;10;27;46;25;2259
18;4;20;22;5;41;2260
38;45;29;48;13;37;2261
3;43;38;35;29;49;2262
46;13;48;1;23;9;2263
20;22;26;32;12;15;2264
49;38;44;27;3;18;2265
24;19;20;11;1;34;2266
25;29;44;15;12;30;2267
32;29;18;38;1;8;2268
20;46;35;2;29;11;2269
3;6;4;2;5;26;2270
46;7;39;36;42;6;2271
36;4;29;18;25;34;2272
26;12;24;13;9;48;2273
17;47;39;16;23;3;2274
28;11;40;49;42;46;2275
33;39;35;14;41;18;2276
11;43;12;42;1;13;2277
19;48;5;21;43;31;2278
13;42;24;25;12;41;2279
31;12;49;35;30;34;2280
16;14;18;48;1;49;2281
25;6;32;24;23;15;2282
15;30;3;5;44;38;2283
3;22;36;11;43;44;2284
34;27;49;31;35;28;2285
16;3;21;44;33;29;2286
27;42;9;33;20;21;2287
22;49;42;40;33;19;2288
9;41;4;24;20;23;2289
14;1;28;43;21;47;2290
24;35;30;34;17;19;2291
35;14;34;1;36;19;2292
45;35;44;28;24;21;2293
25;18;42;22;29;12;2294
19;42;10;27;45;35;2295
19;17;20;44;29;6;2296
30;12;7;42;4;3;2297
27;34;5;35;22;3;2298
45;49;14;23;1;10;2299
25;7;12;5;49;34;2300
47;27;19;30;23;14;2301
1;8;7;41;24;9;2302
5;24;43;48;2;37;2303
44;28;43;19;4;46;2304
19;22;46;6;47;7;2305
6;20;38;17;2;25;2306
33;24;18;30;5;23;2307
47;2;1;12;40;30;2308
37;20;4;6;29;31;2309
38;22;33;35;31;32;2310
40;30;15;28;10;25;2311
45;21;34;41;19;30;2312
26;27;43;23;12;31;2313
4;24;33;11;20;48;2314
17;9;15;40;10;20;2315
27;11;5;3;36;32;2316
29;13;22;5;14;32;2317
42;7;44;26;12;49;2318
29;2;8;4;5;42;2319
39;20;43;33;36;38;2320
48;11;25;1;42;17;2321
5;41;22;44;16;45;2322
11;13;1;7;25;15;2323
21;15;33;32;16;25;2324
14;39;30;7;36;38;2325
9;38;16;34;4;40;2326
5;25;37;43;29;6;2327
31;49;19;36;40;32;2328
9;29;35;40;16;26;2329
21;39;27;25;9;40;2330
25;35;44;37;1;33;2331
40;32;49;46;28;24;2332
29;43;6;13;42;28;2333
16;44;18;24;29;36;2334
11;8;15;17;2;35;2335
9;28;3;31;38;24;2336
40;2;14;44;9;38;2337
33;13;5;32;28;27;2338
26;18;47;21;32;16;2339
38;26;39;16;19;32;2340
1;31;32;20;25;39;2341
46;1;43;27;4;28;2342
22;32;25;23;36;35;2343
16;47;41;40;29;39;2344
18;43;25;4;10;20;2345
35;18;26;39;9;45;2346
10;11;35;1;7;2;2347
26;38;3;32;1;48;2348
39;47;37;38;2;26;2349
21;32;24;30;10;33;2350
35;29;13;49;11;5;2351
37;46;22;48;43;17;2352
39;49;24;26;27;41;2353
8;1;23;37;47;6;2354
48;4;10;37;43;14;2355
46;4;45;32;42;43;2356
30;29;33;8;9;43;2357
40;4;26;15;11;33;2358
15;37;17;23;26;5;2359
24;27;31;11;48;40;2360
38;7;35;26;6;24;2361
28;11;20;33;18;13;2362
27;13;24;11;41;48;2363
17;47;2;27;5;7;2364
46;13;21;34;19;36;2365
17;42;12;8;37;26;2366
28;15;3;24;27;4;2367
46;28;31;37;4;6;2368
20;12;49;11;43;45;2369
49;48;1;28;3;47;2370
46;7;9;6;38;18;2371
40;38;43;13;2;12;2372
30;33;19;16;24;14;2373
28;12;15;3;37;35;2374
10;40;26;31;5;1;2375
41;39;42;44;34;32;2376
2;34;25;26;48;31;2377
16;12;49;13;33;21;2378
10;22;26;4;5;25;2379
29;21;48;4;47;23;2380
33;16;49;23;30;38;2381
41;9;34;43;46;42;2382
44;6;32;17;1;29;2383
15;21;25;38;10;48;2384
26;45;38;22;32;39;2385
44;49;5;25;41;33;2386
45;11;26;22;28;49;2387
45;36;30;49;11;9;2388
24;19;41;25;14;31;2389
10;2;15;44;14;28;2390
21;12;22;24;31;4;2391
37;38;3;9;33;36;2392
33;4;28;24;12;36;2393
9;21;2;24;42;11;2394
19;17;48;1;29;6;2395
48;18;2;27;25;7;2396
13;26;9;31;42;20;2397
3;14;7;35;33;38;2398
2;12;44;14;24;31;2399
41;42;49;36;44;29;2400
17;36;4;30;16;26;2401
46;1;7;29;28;31;2402
2;35;16;19;33;23;2403
15;11;34;1;10;9;2404
40;46;15;31;44;13;2405
13;42;2;22;8;43;2406
26;16;48;47;35;27;2407
8;35;13;23;39;34;2408
42;8;26;34;9;47;2409
6;15;2;31;48;49;2410
34;17;41;6;20;15;2411
17;4;25;32;36;22;2412
27;1;25;8;2;5;2413
42;18;6;40;35;29;2414
27;24;47;13;17;20;2415
16;12;14;27;43;6;2416
43;2;17;34;37;31;2417
39;40;22;11;37;42;2418
45;1;27;39;12;8;2419
18;6;23;31;38;22;2420
12;11;34;45;31;44;2421
33;21;25;38;44;37;2422
13;39;6;37;32;12;2423
18;27;6;23;2;22;2424
32;34;41;9;30;48;2425
10;35;29;47;17;6;2426
17;20;41;10;22;40;2427
14;34;24;28;22;2;2428
23;35;47;11;31;10;2429
26;7;44;12;29;6;2430
48;3;11;36;35;25;2431
30;15;32;41;28;2;2432
34;22;16;28;6;35;2433
27;35;6;25;1;38;2434
38;33;9;1;25;44;2435
28;12;40;2;6;4;2436
26;23;18;4;44;43;2437
38;33;27;19;26;12;2438
30;10;24;4;25;23;2439
33;28;12;36;32;48;2440
17;23;21;46;28;1;2441
23;20;8;28;27;41;2442
49;11;17;20;33;43;2443
42;41;25;6;9;30;2444
47;37;33;7;41;49;2445
38;25;2;15;10;9;2446
42;34;35;7;23;37;2447
3;8;40;11;42;37;2448
48;32;40;4;27;26;2449
27;18;37;22;23;4;2450
38;18;11;36;23;26;2451
26;7;42;5;24;3;2452
3;22;17;4;7;10;2453
2;14;16;20;26;15;2454
42;22;2;15;27;3;2455
2;4;40;38;30;1;2456
14;46;44;34;43;25;2457
26;42;40;20;30;7;2458
25;22;36;48;7;37;2459
33;10;40;37;2;41;2460
3;46;25;5;48;18;2461
29;1;33;20;4;35;2462
40;47;15;30;19;1;2463
27;19;40;39;31;44;2464
43;46;1;19;24;44;2465
18;47;25;49;48;12;2466
40;28;2;22;49;23;2467
44;11;8;48;46;2;2468
13;46;21;35;25;34;2469
43;24;49;27;29;12;2470
39;37;24;47;43;4;2471
37;11;30;13;25;3;2472
42;19;22;26;28;25;2473
2;46;20;16;8;42;2474
38;21;32;31;46;34;2475
11;1;42;12;47;26;2476
29;13;46;39;42;7;2477
47;3;27;31;18;36;2478
6;45;25;34;33;18;2479
45;31;7;10;41;21;2480
5;6;1;11;17;45;2481
1;48;29;33;8;9;2482
25;2;40;38;11;22;2483
23;22;38;47;49;7;2484
4;45;32;37;17;25;2485
47;28;4;20;30;49;2486
11;7;33;22;44;25;2487
38;40;43;44;5;4;2488
32;33;30;37;43;31;2489
7;44;39;25;2;27;2490
35;40;44;9;13;4;2491
18;47;15;17;10;48;2492
1;8;5;48;36;27;2493
43;4;8;38;37;44;2494
37;16;33;8;13;20;2495
24;17;7;46;5;23;2496
41;38;13;9;18;16;2497
18;36;29;27;9;33;2498
3;43;34;4;47;13;2499
11;49;39;42;6;7;2500
43;42;4;46;15;48;2501
42;8;6;21;10;1;2502
11;26;42;22;1;8;2503
38;32;39;34;47;49;2504
43;35;46;38;4;36;2505
16;29;14;43;46;40;2506
23;13;27;34;26;46;2507
43;38;9;44;34;15;2508
21;8;4;25;41;33;2509
7;31;22;5;1;19;2510
14;5;22;42;1;7;2511
7;48;18;3;36;11;2512
41;28;16;25;47;44;2513
11;38;6;28;34;46;2514
23;41;29;36;17;43;2515
36;23;5;16;39;37;2516
41;13;14;37;30;42;2517
8;7;49;10;18;27;2518
41;21;32;42;11;46;2519
29;44;30;25;6;5;2520
9;12;13;49;7;14;2521
19;45;6;39;13;16;2522
48;47;17;25;4;40;2523
2;43;1;21;36;30;2524
14;21;26;27;28;39;2525
3;34;24;36;11;31;2526
42;19;41;11;12;18;2527
39;8;10;41;40;26;2528
26;40;34;16;12;4;2529
18;27;26;44;7;5;2530
41;14;38;45;4;9;2531
26;9;10;31;34;13;2532
22;31;11;18;26;1;2533
20;4;7;5;29;44;2534
41;15;34;26;22;9;2535
3;27;25;19;34;16;2536
13;22;36;37;34;44;2537
39;40;41;21;43;35;2538
38;44;29;34;27;41;2539
29;17;16;37;18;19;2540
25;45;12;24;28;23;2541
23;27;39;8;30;20;2542
49;20;37;24;25;39;2543
8;11;14;36;48;37;2544
4;7;3;25;38;36;2545
29;10;12;40;6;28;2546
38;46;21;27;18;4;2547
30;33;26;39;11;1;2548
31;34;37;19;7;42;2549
17;6;16;35;7;12;2550
25;40;37;21;9;11;2551
42;28;21;43;34;1;2552
31;37;5;1;14;13;2553
43;30;16;34;15;41;2554
49;7;34;25;31;30;2555
30;17;34;5;7;44;2556
21;23;33;29;44;43;2557
38;24;32;27;43;1;2558
26;19;47;8;6;34;2559
44;24;14;7;3;13;2560
49;22;24;40;31;26;2561
32;44;16;34;43;12;2562
23;32;21;39;44;18;2563
11;9;10;7;43;47;2564
26;46;9;6;3;30;2565
34;24;6;40;8;9;2566
39;9;33;11;23;32;2567
13;3;22;6;17;38;2568
30;36;24;37;44;48;2569
22;41;12;19;48;11;2570
25;34;17;14;49;6;2571
35;42;24;17;13;27;2572
14;36;45;42;41;11;2573
24;19;17;44;6;18;2574
32;37;27;2;30;31;2575
48;38;32;9;12;43;2576
42;5;49;3;37;29;2577
17;41;6;49;35;39;2578
44;27;19;2;40;14;2579
13;18;47;37;9;6;2580
47;30;35;33;24;27;2581
38;43;36;47;44;20;2582
8;12;35;11;23;47;2583
8;32;33;38;48;25;2584
35;10;31;42;33;41;2585
4;18;30;12;6;24;2586
23;24;43;19;34;40;2587
8;22;49;31;23;35;2588
10;11;39;17;14;19;2589
18;45;14;10;40;30;2590
20;26;43;4;49;36;2591
39;12;46;45;14;17;2592
7;33;6;37;19;34;2593
47;7;33;46;42;13;2594
37;33;9;16;23;20;2595
45;36;47;28;17;44;2596
15;32;16;44;37;25;2597
14;22;43;46;16;18;2598
1;21;19;16;14;17;2599
9;3;1;19;47;42;2600
39;5;11;17;48;20;2601
27;32;34;40;14;13;2602
42;5;4;8;35;34;2603
10;31;4;46;3;16;2604
25;14;46;9;6;5;2605
45;26;17;31;8;24;2606
26;30;22;17;23;45;2607
41;32;5;14;48;23;2608
13;12;25;9;29;33;2609
9;20;13;38;11;7;2610
15;45;25;38;28;40;2611
22;10;44;37;35;1;2612
19;35;29;10;28;33;2613
33;3;28;46;14;15;2614
20;31;8;39;46;40;2615
38;24;26;12;21;29;2616
11;32;3;34;36;43;2617
44;2;37;34;38;41;2618
38;6;31;49;20;22;2619
5;2;21;48;38;23;2620
13;24;41;37;12;10;2621
19;17;34;23;47;26;2622
10;39;27;11;5;48;2623
16;28;14;9;13;47;2624
1;29;45;46;20;14;2625
2;8;10;45;46;39;2626
46;9;42;36;2;7;2627
5;47;28;21;4;25;2628
10;29;23;5;33;15;2629
44;18;24;28;15;30;2630
15;41;2;49;17;42;2631
18;31;7;36;37;6;2632
17;37;39;40;45;8;2633
21;12;2;15;1;3;2634
17;25;35;38;45;7;2635
12;2;1;31;34;11;2636
9;27;18;6;3;48;2637
12;45;38;17;4;14;2638
48;24;42;38;45;44;2639
34;31;15;2;7;6;2640
19;23;8;48;5;35;2641
33;7;25;19;49;42;2642
43;18;4;5;16;9;2643
15;8;16;4;26;18;2644
17;19;48;20;40;35;2645
11;18;25;22;19;42;2646
35;13;48;3;23;34;2647
34;11;26;47;3;27;2648
43;25;46;20;22;17;2649
44;17;40;35;7;39;2650
18;38;5;14;32;9;2651
30;49;16;19;25;11;2652
40;16;34;15;8;46;2653
47;33;7;35;28;31;2654
31;24;33;32;4;1;2655
4;35;37;32;41;15;2656
44;26;6;1;8;19;2657
27;24;35;49;25;38;2658
9;43;25;11;47;20;2659
32;18;4;22;43;21;2660
13;27;48;10;32;8;2661
16;47;44;41;31;27;2662
36;10;41;25;46;14;2663
38;22;4;33;36;19;2664
10;39;32;5;27;18;2665
5;39;8;31;37;25;2666
26;37;29;27;28;5;2667
31;8;4;49;28;48;2668
47;9;41;18;16;48;2669
41;33;24;20;35;43;2670
24;15;9;1;43;30;2671
29;44;11;5;30;26;2672
20;14;40;11;5;39;2673
30;24;31;37;43;2;2674
9;4;14;31;6;27;2675
36;24;35;7;17;40;2676
39;22;6;47;31;4;2677
5;37;15;16;48;41;2678
49;24;45;10;44;12;2679
45;42;33;14;13;9;2680
5;17;19;21;28;23;2681
34;35;28;40;20;49;2682
49;29;30;33;22;5;2683
14;9;26;20;12;48;2684
15;18;38;33;17;27;2685
30;22;32;48;16;49;2686
41;21;2;16;31;1;2687
26;23;20;17;28;14;2688
4;17;28;34;27;39;2689
37;35;32;46;25;23;2690
40;46;27;30;48;20;2691
14;38;28;5;9;49;2692
28;49;5;11;21;13;2693
24;6;38;18;29;1;2694
22;29;49;20;44;46;2695
38;46;24;1;37;3;2696
40;47;38;4;8;17;2697
28;32;6;48;21;20;2698
1;29;15;21;12;34;2699
16;27;24;32;10;3;2700
9;31;3;11;44;8;2701
26;40;49;47;30;28;2702
22;25;35;20;23;13;2703
43;30;2;16;10;1;2704
34;33;4;10;45;6;2705
25;49;43;5;3;47;2706
43;38;47;4;12;13;2707
24;18;26;33;29;32;2708
3;33;46;32;47;1;2709
40;33;13;1;37;30;2710
48;45;25;34;43;29;2711
49;8;27;9;22;29;2712
25;6;12;41;46;31;2713
33;44;43;4;11;37;2714
13;7;28;38;23;5;2715
3;34;23;8;32;29;2716
24;3;44;27;19;13;2717
44;43;26;31;5;18;2718
35;12;40;17;21;8;2719
14;3;4;24;18;40;2720
10;41;32;43;17;38;2721
34;19;15;31;41;44;2722
32;11;40;28;16;5;2723
3;6;36;13;30;12;2724
14;11;47;2;34;22;2725
22;19;27;31;40;26;2726
39;14;8;13;19;44;2727
40;35;30;18;31;33;2728
34;27;6;15;8;33;2729
20;16;4;49;36;17;2730
41;12;4;45;11;26;2731
39;46;40;4;31;2;2732
34;8;6;42;48;7;2733
25;24;10;41;23;27;2734
10;43;11;47;45;38;2735
13;48;2;27;37;9;2736
41;30;35;13;3;49;2737
48;6;9;44;33;3;2738
17;19;45;43;8;33;2739
7;5;39;35;26;45;2740
23;12;27;46;18;32;2741
12;3;48;40;37;49;2742
8;33;7;14;23;5;2743
21;6;31;1;27;47;2744
30;13;2;19;47;5;2745
21;1;12;36;31;40;2746
32;43;31;17;42;41;2747
40;11;4;19;3;1;2748
20;38;45;9;3;39;2749
6;10;16;31;12;17;2750
31;1;29;27;28;26;2751
5;17;26;22;1;41;2752
2;40;28;12;14;6;2753
33;28;42;5;39;7;2754
29;1;45;43;28;14;2755
45;19;29;42;28;11;2756
23;29;43;9;39;37;2757
47;11;21;22;15;27;2758
12;20;42;13;32;11;2759
23;28;29;21;6;7;2760
43;7;10;18;6;35;2761
48;26;32;29;40;34;2762
7;27;38;29;37;31;2763
47;30;40;39;27;10;2764
5;8;48;15;35;22;2765
33;45;16;47;36;24;2766
8;45;19;7;25;28;2767
27;5;41;43;46;42;2768
26;15;43;17;5;24;2769
49;33;46;7;18;19;2770
8;35;36;7;31;49;2771
47;39;41;36;18;27;2772
38;28;3;10;45;13;2773
2;36;8;40;38;17;2774
4;30;14;32;25;15;2775
9;42;35;33;7;3;2776
48;45;34;13;19;6;2777
16;12;1;22;30;10;2778
16;43;20;19;15;5;2779
22;47;41;9;48;13;2780
39;5;25;28;26;4;2781
27;44;22;21;36;2;2782
11;26;24;20;41;1;2783
2;14;5;42;39;35;2784
30;45;5;3;10;6;2785
41;17;45;28;37;6;2786
36;45;39;8;7;14;2787
35;2;4;47;39;23;2788
42;24;36;45;32;4;2789
14;23;28;9;36;21;2790
22;44;6;36;30;26;2791
7;11;17;42;21;18;2792
46;44;39;10;15;19;2793
27;41;16;33;31;36;2794
22;6;1;19;46;10;2795
41;45;42;36;26;9;2796
20;39;45;34;38;37;2797
16;7;37;23;25;1;2798
39;27;25;24;9;35;2799
47;8;5;16;43;26;2800
16;27;7;35;33;44;2801
39;3;6;24;20;2;2802
29;33;16;6;40;4;2803
5;4;9;7;49;48;2804
18;45;21;33;48;32;2805
2;34;35;21;48;7;2806
40;14;46;7;1;3;2807
5;49;8;37;43;18;2808
14;47;6;28;43;32;2809
11;30;39;40;32;29;2810
26;42;28;36;22;15;2811
24;1;19;18;36;26;2812
16;9;25;43;6;20;2813
13;4;37;7;21;49;2814
48;5;6;27;41;18;2815
34;18;22;8;48;31;2816
30;21;7;39;3;24;2817
38;43;9;29;25;6;2818
18;49;46;2;47;22;2819
35;38;37;14;30;25;2820
44;20;18;27;1;26;2821
21;41;40;37;49;2;2822
47;23;33;49;22;43;2823
34;29;28;7;6;43;2824
29;2;32;33;15;39;2825
19;25;43;47;1;6;2826
25;23;10;45;6;49;2827
29;24;18;9;30;13;2828
18;12;11;14;32;31;2829
49;18;26;27;8;28;2830
33;48;5;44;41;40;2831
24;5;20;40;21;17;2832
18;7;25;26;41;16;2833
41;12;40;17;1;29;2834
47;11;16;29;38;35;2835
48;27;4;5;40;42;2836
47;14;18;10;39;24;2837
1;42;49;30;25;31;2838
4;43;19;10;25;33;2839
46;2;37;14;47;45;2840
15;25;27;47;38;16;2841
45;19;42;12;22;43;2842
10;24;33;4;12;7;2843
24;33;23;7;1;42;2844
35;45;8;9;16;20;2845
34;35;10;25;44;26;2846
10;16;23;45;22;9;2847
1;2;40;17;22;18;2848
22;43;11;38;7;49;2849
23;42;1;9;38;47;2850
15;8;24;1;29;12;2851
20;46;49;41;5;24;2852
33;7;2;6;20;24;2853
37;48;17;31;19;27;2854
10;47;26;41;35;22;2855
29;16;8;17;28;43;2856
36;14;22;28;46;38;2857
